id,wmi_class,wmi_scope
11121,"MSNdis_StatusDot11Disassociation
",\ROOT\WMI
11122,"MSNdis_StatusDot11LinkQuality
",\ROOT\WMI
11123,"MSNdis_StatusDot11MPDUMaxLengthChange
",\ROOT\WMI
11124,"MSNdis_StatusDot11PhyStateChange
",\ROOT\WMI
11125,"MSNdis_StatusDot11PmkidCandidateList
",\ROOT\WMI
11126,"MSNdis_StatusDot11RoamingCompletion
",\ROOT\WMI
11127,"MSNdis_StatusDot11RoamingStart
",\ROOT\WMI
11128,"MSNdis_StatusDot11ScanConfirm
",\ROOT\WMI
11129,"MSNdis_StatusDot11TkipmicFailure
",\ROOT\WMI
11130,"MSNdis_StatusExternalConnectivityChange
",\ROOT\WMI
11131,"MSNdis_StatusHDSplitCurrentConfig
",\ROOT\WMI
11132,"MSNdis_StatusLinkSpeedChange
",\ROOT\WMI
11133,"MSNdis_StatusLinkState
",\ROOT\WMI
11134,"MSNdis_StatusMediaConnect
",\ROOT\WMI
11135,"MSNdis_StatusMediaDisconnect
",\ROOT\WMI
11136,"MSNdis_StatusMediaSpecificIndication
",\ROOT\WMI
11137,"MSNdis_StatusMediaSpecificIndicationEx
",\ROOT\WMI
11138,"MSNdis_StatusNetworkChange
",\ROOT\WMI
11139,"MSNdis_StatusOperationalStatus
",\ROOT\WMI
11140,"MSNdis_StatusPacketFilterChange
",\ROOT\WMI
11141,"MSNdis_StatusPortState
",\ROOT\WMI
11142,"MSNdis_StatusProtocolBind
",\ROOT\WMI
11143,"MSNdis_StatusProtocolUnbind
",\ROOT\WMI
11144,"MSNdis_StatusResetEnd
",\ROOT\WMI
11145,"MSNdis_StatusResetStart
",\ROOT\WMI
11146,"MSNdis_StatusTaskOffloadChange
",\ROOT\WMI
11147,"MSNdis_TcpConnectionOffloadCurrentConfig
",\ROOT\WMI
11148,"MSNdis_TcpConnectionOffloadHardwareConfig
",\ROOT\WMI
11149,"MSNdis_TcpOffloadCurrentConfig
",\ROOT\WMI
11150,"MSNdis_TcpOffloadHardwareConfig
",\ROOT\WMI
11151,"MSNdis_TcpOffloadParameters
",\ROOT\WMI
11152,"MSNdis_TokenRingCurrentAddress
",\ROOT\WMI
11153,"MSNdis_TokenRingCurrentFunctional
",\ROOT\WMI
11154,"MSNdis_TokenRingCurrentGroup
",\ROOT\WMI
11155,"MSNdis_TokenRingCurrentRingState
",\ROOT\WMI
11156,"MSNdis_TokenRingCurrentRingStatus
",\ROOT\WMI
11157,"MSNdis_TokenRingLastOpenStatus
",\ROOT\WMI
11158,"MSNdis_TokenRingLineErrors
",\ROOT\WMI
11159,"MSNdis_TokenRingLostFrames
",\ROOT\WMI
11160,"MSNdis_TokenRingPermanentAddress
",\ROOT\WMI
11161,"MSNdis_TransmitBlockSize
",\ROOT\WMI
11162,"MSNdis_TransmitBufferSpace
",\ROOT\WMI
11163,"MSNdis_TransmitsError
",\ROOT\WMI
11164,"MSNdis_TransmitsOk
",\ROOT\WMI
11165,"MSNdis_VendorDescription
",\ROOT\WMI
11166,"MSNdis_VendorDriverVersion
",\ROOT\WMI
11167,"MSNdis_VendorID
",\ROOT\WMI
11168,"MSNdis_VlanIdentifier
",\ROOT\WMI
11169,"MSNdis_WmiEnumAdapter
",\ROOT\WMI
11170,"MSNdis_WmiHDSplitCurrentConfig
",\ROOT\WMI
11171,"MSNdis_WmiIPSecOffloadV1
",\ROOT\WMI
11172,"MSNdis_WmiIPSecOffloadV1_IPv4AH
",\ROOT\WMI
11173,"MSNdis_WmiIPSecOffloadV1_IPv4ESP
",\ROOT\WMI
11174,"MSNdis_WmiIPSecOffloadV1_Supported
",\ROOT\WMI
11175,"MSNdis_WmiMethodHeader
",\ROOT\WMI
11176,"MSNdis_WmiOffload
",\ROOT\WMI
11177,"MSNdis_WmiOutputInfo
",\ROOT\WMI
11178,"MSNdis_WmiReceiveScaleCapabilities
",\ROOT\WMI
11179,"MSNdis_WmiSetHeader
",\ROOT\WMI
11180,"MSNdis_WmiTcpConnectionOffload
",\ROOT\WMI
11181,"MSNdis_WmiTcpIpChecksumOffload
",\ROOT\WMI
11182,"MSNdis_WmiTcpIpChecksumOffload_IPv4TransmitReceive
",\ROOT\WMI
11183,"MSNdis_WmiTcpIpChecksumOffload_IPv6TransmitReceive
",\ROOT\WMI
11184,"MSNdis_WmiTcpLargeSendOffloadV1
",\ROOT\WMI
11185,"MSNdis_WmiTcpLargeSendOffloadV1_IPv4
",\ROOT\WMI
11186,"MSNdis_WmiTcpLargeSendOffloadV2
",\ROOT\WMI
11187,"MSNdis_WmiTcpLargeSendOffloadV2_IPv4
",\ROOT\WMI
11188,"MSNdis_WmiTcpLargeSendOffloadV2_IPv6
",\ROOT\WMI
11189,"MSNetLogonTrace
",\ROOT\WMI
11190,"MSNT_CKCLTraceProvider
",\ROOT\WMI
11191,"MSNT_FileBaseTrace_OptionalData
",\ROOT\WMI
11192,"MSNT_FileBaseTrace_Set1
",\ROOT\WMI
11193,"MSNT_FileBaseTrace_Set2
",\ROOT\WMI
11194,"MSNT_FileBaseTrace_VolumeToLog
",\ROOT\WMI
11195,"MSNT_SystemTrace
",\ROOT\WMI
11196,"MSParallel
",\ROOT\WMI
11197,"MSParallel_AllocFreeCounts
",\ROOT\WMI
11198,"MSParallel_DeviceBytesTransferred
",\ROOT\WMI
11199,"MSPower
",\ROOT\WMI
11200,"MSPower_DeviceEnable
",\ROOT\WMI
11201,"MSPower_DeviceWakeEnable
",\ROOT\WMI
11202,"MSProcessorClass
",\ROOT\WMI
11203,"MSRedbook
",\ROOT\WMI
11204,"MSRedbook_DriverInformation
",\ROOT\WMI
11205,"MSRedbook_Performance
",\ROOT\WMI
11206,"MSSAMTrace
",\ROOT\WMI
11207,"MSSerial
",\ROOT\WMI
11208,"MSSerial_CommInfo
",\ROOT\WMI
11209,"MSSerial_CommProperties
",\ROOT\WMI
11210,"MSSerial_HardwareConfiguration
",\ROOT\WMI
11211,"MSSerial_PerformanceInformation
",\ROOT\WMI
11212,"MSSerial_PortName
",\ROOT\WMI
11213,"MSSmBios_RawSMBiosTables
",\ROOT\WMI
11214,"MSSmBios_SMBiosEventlog
",\ROOT\WMI
11215,"MSSmBios_Sysid1394
",\ROOT\WMI
11216,"MSSmBios_Sysid1394List
",\ROOT\WMI
11217,"MSSmBios_SysidUUID
",\ROOT\WMI
11218,"MSSmBios_SysidUUIDList
",\ROOT\WMI
11219,"MSStorageDriver
",\ROOT\WMI
11220,"MSStorageDriver_ATAPISmartData
",\ROOT\WMI
11221,"MSStorageDriver_ClassErrorLog
",\ROOT\WMI
11222,"MSStorageDriver_ClassErrorLogEntry
",\ROOT\WMI
11223,"MSStorageDriver_FailurePredictData
",\ROOT\WMI
11224,"MSStorageDriver_FailurePredictEvent
",\ROOT\WMI
11225,"MSStorageDriver_FailurePredictFunction
",\ROOT\WMI
11226,"MSStorageDriver_FailurePredictStatus
",\ROOT\WMI
11227,"MSStorageDriver_FailurePredictThresholds
",\ROOT\WMI
11228,"MSStorageDriver_ScsiInfoExceptions
",\ROOT\WMI
11229,"MSStorageDriver_ScsiRequestBlock
",\ROOT\WMI
11230,"MSStorageDriver_SenseData
",\ROOT\WMI
11231,"MSTapeDriveParam
",\ROOT\WMI
11232,"MSTapeDriveProblemEvent
",\ROOT\WMI
11233,"MSTapeDriver
",\ROOT\WMI
11234,"MSTapeMediaCapacity
",\ROOT\WMI
11235,"MSTapeProblemDeviceError
",\ROOT\WMI
11236,"MSTapeProblemIoError
",\ROOT\WMI
11237,"MSTapeSymbolicName
",\ROOT\WMI
11238,"MSV1_0DebugTrace
",\ROOT\WMI
11239,"MSV1_0Trace
",\ROOT\WMI
11240,"MSVerifierIrpLogEntry
",\ROOT\WMI
11241,"MSVerifierIrpLogInformation
",\ROOT\WMI
11242,"MSWmi_Guid
",\ROOT\WMI
11243,"MSWmi_GuidRegistrationInfo
",\ROOT\WMI
11244,"MSWmi_MofData
",\ROOT\WMI
11245,"MSWmi_PnPDeviceId
",\ROOT\WMI
11246,"MSWmi_PnPInstanceNames
",\ROOT\WMI
11247,"MSWmi_ProviderInfo
",\ROOT\WMI
11248,"MuiTrace
",\ROOT\WMI
11249,"MuiTraceData
",\ROOT\WMI
11250,"MuiTraceData_String
",\ROOT\WMI
11251,"MupLog
",\ROOT\WMI
11252,"NCSICtlGuid
",\ROOT\WMI
11253,"NetAdapterCimNDISWMI
",\ROOT\WMI
11254,"NETIO
",\ROOT\WMI
11255,"NetworkItemFactoryTrace
",\ROOT\WMI
11256,"NetworkProfileManagerTraceGUID
",\ROOT\WMI
11257,"NgenBindRejectInfo
",\ROOT\WMI
11258,"NlaSvcTraceCtlGuid
",\ROOT\WMI
11259,"NlSecChanlSetup
",\ROOT\WMI
11260,"NlSecChanlSetup_End
",\ROOT\WMI
11261,"NlSecChanlSetup_Start
",\ROOT\WMI
11262,"NlServerAuth
",\ROOT\WMI
11263,"NlServerAuth_End
",\ROOT\WMI
11264,"NlServerAuth_Start
",\ROOT\WMI
11265,"NSHIPSEC
",\ROOT\WMI
11266,"NtfsLog
",\ROOT\WMI
11267,"NtlmClientInitialize
",\ROOT\WMI
11268,"NtlmClientInitialize_End
",\ROOT\WMI
11269,"NtlmClientInitialize_Start
",\ROOT\WMI
11270,"NtlmLogonUser
",\ROOT\WMI
11271,"NtlmLogonUser_End
",\ROOT\WMI
11272,"NtlmLogonUser_Start
",\ROOT\WMI
11273,"NtlmServerAccept
",\ROOT\WMI
11274,"NtlmServerAccept_End
",\ROOT\WMI
11275,"NtlmServerAccept_Info
",\ROOT\WMI
11276,"NtlmServerAccept_Start
",\ROOT\WMI
11277,"NtlmValidateUser
",\ROOT\WMI
11278,"NtlmValidateUser_End
",\ROOT\WMI
11279,"NtlmValidateUser_Start
",\ROOT\WMI
11280,"NwfDrvCtlGuid
",\ROOT\WMI
11281,"NwfMsmCtlGuid
",\ROOT\WMI
11282,"ObHandleDuplicateEvent
",\ROOT\WMI
11283,"ObHandleEvent
",\ROOT\WMI
11284,"ObHandleRundownEvent
",\ROOT\WMI
11285,"ObjectsGuid
",\ROOT\WMI
11286,"ObObjectEvent
",\ROOT\WMI
11287,"ObReferenceEvent
",\ROOT\WMI
11288,"ObTrace
",\ROOT\WMI
11289,"ObTypeEvent
",\ROOT\WMI
11290,"OpenPolicy
",\ROOT\WMI
11291,"OpenPolicy_End
",\ROOT\WMI
11292,"OpenPolicy_Start
",\ROOT\WMI
11293,"OpenTrustedDomain
",\ROOT\WMI
11294,"OpenTrustedDomain_End
",\ROOT\WMI
11295,"OpenTrustedDomain_Start
",\ROOT\WMI
11296,"OpTrustedDomByName
",\ROOT\WMI
11297,"OpTrustedDomByName_End
",\ROOT\WMI
11298,"OpTrustedDomByName_Start
",\ROOT\WMI
11299,"OutputWrapper
",\ROOT\WMI
11300,"PageFault
",\ROOT\WMI
11301,"PageFault_HardFault
",\ROOT\WMI
11302,"PageFault_HeapRangeCreate
",\ROOT\WMI
11303,"PageFault_HeapRangeDestroy
",\ROOT\WMI
11304,"PageFault_HeapRangeRundown
",\ROOT\WMI
11305,"PageFault_HeapRangeRundown_V2
",\ROOT\WMI
11306,"PageFault_HeapRangeTypeGroup
",\ROOT\WMI
11307,"PageFault_ImageLoadBacked
",\ROOT\WMI
11308,"PageFault_MemReset
",\ROOT\WMI
11309,"PageFault_TypeGroup1
",\ROOT\WMI
11310,"PageFault_V2
",\ROOT\WMI
11311,"PageFault_VirtualAlloc
",\ROOT\WMI
11312,"PageFault_VirtualAllocRundown
",\ROOT\WMI
11313,"PageFault_VirtualRotate
",\ROOT\WMI
11314,"PciConfigurationAccessParam
",\ROOT\WMI
11315,"PerfInfo
",\ROOT\WMI
11316,"PerfInfo_V0
",\ROOT\WMI
11317,"PerfInfo_V1
",\ROOT\WMI
11318,"PerfInfo_V2
",\ROOT\WMI
11319,"PerformanceState
",\ROOT\WMI
11320,"PerformanceStates
",\ROOT\WMI
11321,"PlatformLibraryTraceGuid
",\ROOT\WMI
11322,"PlugPlay
",\ROOT\WMI
11323,"PmcCounterConfig_V2
",\ROOT\WMI
11324,"PmcCounterProfile
",\ROOT\WMI
11325,"PNRP
",\ROOT\WMI
11326,"PoolAllocFree
",\ROOT\WMI
11327,"PoolSnapshot
",\ROOT\WMI
11328,"PoolTrace
",\ROOT\WMI
11329,"PortCls_AudioEngine
",\ROOT\WMI
11330,"PortCls_IrpProcessing
",\ROOT\WMI
11331,"PortCls_PinState
",\ROOT\WMI
11332,"PortCls_Position
",\ROOT\WMI
11333,"PortCls_PowerPolicy
",\ROOT\WMI
11334,"PortCls_PowerState
",\ROOT\WMI
11335,"PortCls_ServiceGroup
",\ROOT\WMI
11336,"PortCls_SubDevice
",\ROOT\WMI
11337,"PortClsEvent
",\ROOT\WMI
11338,"PowerEvents
",\ROOT\WMI
11339,"Process
",\ROOT\WMI
11340,"Process_Defunct_TypeGroup1
",\ROOT\WMI
11341,"Process_Terminate_TypeGroup1
",\ROOT\WMI
11342,"Process_V0
",\ROOT\WMI
11343,"Process_V0_TypeGroup1
",\ROOT\WMI
11344,"Process_V1
",\ROOT\WMI
11345,"Process_V1_TypeGroup1
",\ROOT\WMI
11346,"Process_V2
",\ROOT\WMI
11347,"Process_V2_TypeGroup1
",\ROOT\WMI
11348,"Process_V2_TypeGroup2
",\ROOT\WMI
11349,"Process_V2_TypeGroup3
",\ROOT\WMI
11350,"Process_V2_TypeGroup4
",\ROOT\WMI
11351,"Process_V2_TypeGroup5
",\ROOT\WMI
11352,"Process_V3
",\ROOT\WMI
11353,"Process_V3_TypeGroup1
",\ROOT\WMI
11354,"Process_V4
",\ROOT\WMI
11355,"Process_V4_TypeGroup1
",\ROOT\WMI
11356,"ProcessorAcpiCsd
",\ROOT\WMI
11357,"ProcessorAcpiCsdDependency
",\ROOT\WMI
11358,"ProcessorAcpiCst
",\ROOT\WMI
11359,"ProcessorAcpiCstState
",\ROOT\WMI
11360,"ProcessorAcpiTsd
",\ROOT\WMI
11361,"ProcessorAcpiTsdDependency
",\ROOT\WMI
11362,"ProcessorAcpiTss
",\ROOT\WMI
11363,"ProcessorAcpiTssState
",\ROOT\WMI
11364,"ProcessorAcpiXpss
",\ROOT\WMI
11365,"ProcessorAcpiXpssState
",\ROOT\WMI
11366,"ProcessorBiosCStates
",\ROOT\WMI
11367,"ProcessorBiosInfo
",\ROOT\WMI
11368,"ProcessorBiosTStates
",\ROOT\WMI
11369,"ProcessorCStateEvent
",\ROOT\WMI
11370,"ProcessorPerformance
",\ROOT\WMI
11371,"ProcessorPerfStateEvent
",\ROOT\WMI
11372,"ProcessorStatus
",\ROOT\WMI
11373,"ProcessorThrottleStateEvent
",\ROOT\WMI
11374,"QDat
",\ROOT\WMI
11375,"qoswmiQOSWMI
",\ROOT\WMI
11376,"QryInfoTrustDom
",\ROOT\WMI
11377,"QryInfoTrustDom_End
",\ROOT\WMI
11378,"QryInfoTrustDom_Start
",\ROOT\WMI
11379,"QryTrstDomByNam
",\ROOT\WMI
11380,"QryTrstDomByNam_End
",\ROOT\WMI
11381,"QryTrstDomByNam_Start
",\ROOT\WMI
11382,"QueryDomainInfoPolicy
",\ROOT\WMI
11383,"QueryDomainInfoPolicy_End
",\ROOT\WMI
11384,"QueryDomainInfoPolicy_Start
",\ROOT\WMI
11385,"QueryForestTrustInfo
",\ROOT\WMI
11386,"QueryForestTrustInfo_End
",\ROOT\WMI
11387,"QueryForestTrustInfo_Start
",\ROOT\WMI
11388,"QueryInfoPolicy
",\ROOT\WMI
11389,"QueryInfoPolicy_End
",\ROOT\WMI
11390,"QueryInfoPolicy_Start
",\ROOT\WMI
11391,"QueryInfoPolicy2
",\ROOT\WMI
11392,"QueryInfoPolicy2_End
",\ROOT\WMI
11393,"QueryInfoPolicy2_Start
",\ROOT\WMI
11394,"QuerySecret
",\ROOT\WMI
11395,"QuerySecret_End
",\ROOT\WMI
11396,"QuerySecret_Start
",\ROOT\WMI
11397,"RDComplete
",\ROOT\WMI
11398,"RDComplete_V0
",\ROOT\WMI
11399,"RDComplete_V1
",\ROOT\WMI
11400,"ReadyThread
",\ROOT\WMI
11401,"RefDefNgenBindRejectInfo
",\ROOT\WMI
11402,"ReflectorTraceGuid
",\ROOT\WMI
11403,"Refsv1WppTrace
",\ROOT\WMI
11404,"RefsWppTrace
",\ROOT\WMI
11405,"RegisteredGuids
",\ROOT\WMI
11406,"Registry
",\ROOT\WMI
11407,"Registry_ChangeNotification
",\ROOT\WMI
11408,"Registry_Config
",\ROOT\WMI
11409,"Registry_Counters
",\ROOT\WMI
11410,"Registry_HiveDestroy
",\ROOT\WMI
11411,"Registry_HiveDirty
",\ROOT\WMI
11412,"Registry_HiveInitialize
",\ROOT\WMI
11413,"Registry_HiveLink
",\ROOT\WMI
11414,"Registry_HiveRundown
",\ROOT\WMI
11415,"Registry_TxR
",\ROOT\WMI
11416,"Registry_TypeGroup1
",\ROOT\WMI
11417,"Registry_V0
",\ROOT\WMI
11418,"Registry_V0_TypeGroup1
",\ROOT\WMI
11419,"Registry_V1
",\ROOT\WMI
11420,"Registry_V1_TypeGroup1
",\ROOT\WMI
11421,"Regular
",\ROOT\WMI
11422,"RestartEEBegin
",\ROOT\WMI
11423,"RestartManager
",\ROOT\WMI
11424,"ResumeThread
",\ROOT\WMI
11425,"RetireIOThread
",\ROOT\WMI
11426,"RetireWorkerThread
",\ROOT\WMI
11427,"RFSMon
",\ROOT\WMI
11428,"RootPortAlternateErrorDelivery
",\ROOT\WMI
11429,"RSPNDR
",\ROOT\WMI
11430,"RSSPlatformBackgroundsyncPerformanceTraceProvider
",\ROOT\WMI
11431,"RSSPlatformBackgroundsyncTraceProvider
",\ROOT\WMI
11432,"RSSPlatformPerformanceTraceProvider
",\ROOT\WMI
11433,"RSSPlatformTraceProvider
",\ROOT\WMI
11434,"RT_LostEvent
",\ROOT\WMI
11435,"RundownComplete
",\ROOT\WMI
11436,"SamAddMemGrp
",\ROOT\WMI
11437,"SamAddMemGrp_End
",\ROOT\WMI
11438,"SamAddMemGrp_Start
",\ROOT\WMI
11439,"SamAddMemToAlias
",\ROOT\WMI
11440,"SamAddMemToAlias_End
",\ROOT\WMI
11441,"SamAddMemToAlias_Start
",\ROOT\WMI
11442,"SamChangePwdComputer
",\ROOT\WMI
11443,"SamChangePwdComputer_End
",\ROOT\WMI
11444,"SamChangePwdComputer_Start
",\ROOT\WMI
11445,"SamCloseHandle
",\ROOT\WMI
11446,"SamCloseHandle_End
",\ROOT\WMI
11447,"SamCloseHandle_Start
",\ROOT\WMI
11448,"SamCompCreate
",\ROOT\WMI
11449,"SamCompCreate_End
",\ROOT\WMI
11450,"SamCompCreate_Start
",\ROOT\WMI
11451,"SamCompPwdSet
",\ROOT\WMI
11452,"SamCompPwdSet_End
",\ROOT\WMI
11453,"SamCompPwdSet_Start
",\ROOT\WMI
11454,"SamConnect
",\ROOT\WMI
11455,"SamConnect_End
",\ROOT\WMI
11456,"SamConnect_Start
",\ROOT\WMI
11457,"SamCreateAliasInDom
",\ROOT\WMI
11458,"SamCreateAliasInDom_End
",\ROOT\WMI
11459,"SamCreateAliasInDom_Start
",\ROOT\WMI
11460,"SamDeleteAlias
",\ROOT\WMI
11461,"SamDeleteAlias_End
",\ROOT\WMI
11462,"SamDeleteAlias_Start
",\ROOT\WMI
11463,"SamDeleteGrp
",\ROOT\WMI
11464,"SamDeleteGrp_End
",\ROOT\WMI
11465,"SamDeleteGrp_Start
",\ROOT\WMI
11466,"SamDeleteUser
",\ROOT\WMI
11467,"SamDeleteUser_End
",\ROOT\WMI
11468,"SamDeleteUser_Start
",\ROOT\WMI
11469,"SamDelMemGrp
",\ROOT\WMI
11470,"SamDelMemGrp_End
",\ROOT\WMI
11471,"SamDelMemGrp_Start
",\ROOT\WMI
11472,"SamEnumAliasesInDom
",\ROOT\WMI
11473,"SamEnumAliasesInDom_End
",\ROOT\WMI
11474,"SamEnumAliasesInDom_Start
",\ROOT\WMI
11475,"SamEnumDomInSamSrv
",\ROOT\WMI
11476,"SamEnumDomInSamSrv_End
",\ROOT\WMI
11477,"SamEnumDomInSamSrv_Start
",\ROOT\WMI
11478,"SamEnumGrpsInDom
",\ROOT\WMI
11479,"SamEnumGrpsInDom_End
",\ROOT\WMI
11480,"SamEnumGrpsInDom_Start
",\ROOT\WMI
11481,"SamEnumUsersInDom
",\ROOT\WMI
11482,"SamEnumUsersInDom_End
",\ROOT\WMI
11483,"SamEnumUsersInDom_Start
",\ROOT\WMI
11484,"SamGetAliasMem
",\ROOT\WMI
11485,"SamGetAliasMem_End
",\ROOT\WMI
11486,"SamGetAliasMem_Start
",\ROOT\WMI
11487,"SamGetBootKeyInfo
",\ROOT\WMI
11488,"SamGetBootKeyInfo_End
",\ROOT\WMI
11489,"SamGetBootKeyInfo_Start
",\ROOT\WMI
11490,"SamGetDisplayEnumIdx
",\ROOT\WMI
11491,"SamGetDisplayEnumIdx_End
",\ROOT\WMI
11492,"SamGetDisplayEnumIdx_Start
",\ROOT\WMI
11493,"SamGetDomPwdInfo
",\ROOT\WMI
11494,"SamGetDomPwdInfo_End
",\ROOT\WMI
11495,"SamGetDomPwdInfo_Start
",\ROOT\WMI
11496,"SamGetGrpsForUser
",\ROOT\WMI
11497,"SamGetGrpsForUser_End
",\ROOT\WMI
11498,"SamGetGrpsForUser_Start
",\ROOT\WMI
11499,"SamGetMemInAlias
",\ROOT\WMI
11500,"SamGetMemInAlias_End
",\ROOT\WMI
11501,"SamGetMemInAlias_Start
",\ROOT\WMI
11502,"SamGetMemInGrp
",\ROOT\WMI
11503,"SamGetMemInGrp_End
",\ROOT\WMI
11504,"SamGetMemInGrp_Start
",\ROOT\WMI
11505,"SamGetUserDomPwdInfo
",\ROOT\WMI
11506,"SamGetUserDomPwdInfo_End
",\ROOT\WMI
11507,"SamGetUserDomPwdInfo_Start
",\ROOT\WMI
11508,"SamGrpCreate
",\ROOT\WMI
11509,"SamGrpCreate_End
",\ROOT\WMI
11510,"SamGrpCreate_Start
",\ROOT\WMI
11511,"SamIdByName
",\ROOT\WMI
11512,"SamIdByName_End
",\ROOT\WMI
11513,"SamIdByName_Start
",\ROOT\WMI
11514,"SamLookupDomInSamSrv
",\ROOT\WMI
11515,"SamLookupDomInSamSrv_End
",\ROOT\WMI
11516,"SamLookupDomInSamSrv_Start
",\ROOT\WMI
11517,"SamNameById
",\ROOT\WMI
11518,"SamNameById_End
",\ROOT\WMI
11519,"SamNameById_Start
",\ROOT\WMI
11520,"SamOpenAlias
",\ROOT\WMI
11521,"SamOpenAlias_End
",\ROOT\WMI
11522,"SamOpenAlias_Start
",\ROOT\WMI
11523,"SamOpenDomain
",\ROOT\WMI
11524,"SamOpenDomain_End
",\ROOT\WMI
11525,"SamOpenDomain_Start
",\ROOT\WMI
11526,"SamOpenGrp
",\ROOT\WMI
11527,"SamOpenGrp_End
",\ROOT\WMI
11528,"SamOpenGrp_Start
",\ROOT\WMI
11529,"SamOpenUser
",\ROOT\WMI
11530,"SamOpenUser_End
",\ROOT\WMI
11531,"SamOpenUser_Start
",\ROOT\WMI
11532,"SampledProfile
",\ROOT\WMI
11533,"SampledProfile_V1
",\ROOT\WMI
11534,"SampledProfileInterval_V2
",\ROOT\WMI
11535,"SampledProfileInterval_V3
",\ROOT\WMI
11536,"SamProcessMappedAttributes
",\ROOT\WMI
11537,"SamProcessMappedAttributes_End
",\ROOT\WMI
11538,"SamProcessMappedAttributes_Start
",\ROOT\WMI
11539,"SamPwdChng
",\ROOT\WMI
11540,"SamPwdChng_End
",\ROOT\WMI
11541,"SamPwdChng_Start
",\ROOT\WMI
11542,"SamPwdPushPdc
",\ROOT\WMI
11543,"SamPwdPushPdc_End
",\ROOT\WMI
11544,"SamPwdPushPdc_Start
",\ROOT\WMI
11545,"SamQueryDisplayInfo
",\ROOT\WMI
11546,"SamQueryDisplayInfo_End
",\ROOT\WMI
11547,"SamQueryDisplayInfo_Start
",\ROOT\WMI
11548,"SamQueryInfoAlias
",\ROOT\WMI
11549,"SamQueryInfoAlias_End
",\ROOT\WMI
11550,"SamQueryInfoAlias_Start
",\ROOT\WMI
11551,"SamQueryInfoDom
",\ROOT\WMI
11552,"SamQueryInfoDom_End
",\ROOT\WMI
11553,"SamQueryInfoDom_Start
",\ROOT\WMI
11554,"SamQueryInfoGrp
",\ROOT\WMI
11555,"SamQueryInfoGrp_End
",\ROOT\WMI
11556,"SamQueryInfoGrp_Start
",\ROOT\WMI
11557,"SamQueryInfoUser
",\ROOT\WMI
11558,"SamQueryInfoUser_End
",\ROOT\WMI
11559,"SamQueryInfoUser_Start
",\ROOT\WMI
11560,"SamQuerySecurityObj
",\ROOT\WMI
11561,"SamQuerySecurityObj_End
",\ROOT\WMI
11562,"SamQuerySecurityObj_Start
",\ROOT\WMI
11563,"SamRemoveMemFromAlias
",\ROOT\WMI
11564,"SamRemoveMemFromAlias_End
",\ROOT\WMI
11565,"SamRemoveMemFromAlias_Start
",\ROOT\WMI
11566,"SamRemoveMemFromForeignDom
",\ROOT\WMI
11567,"SamRemoveMemFromForeignDom_End
",\ROOT\WMI
11568,"SamRemoveMemFromForeignDom_Start
",\ROOT\WMI
11569,"SamSetBootKeyInfo
",\ROOT\WMI
11570,"SamSetBootKeyInfo_End
",\ROOT\WMI
11571,"SamSetBootKeyInfo_Start
",\ROOT\WMI
11572,"SamSetInfoAlias
",\ROOT\WMI
11573,"SamSetInfoAlias_End
",\ROOT\WMI
11574,"SamSetInfoAlias_Start
",\ROOT\WMI
11575,"SamSetInfoDom
",\ROOT\WMI
11576,"SamSetInfoDom_End
",\ROOT\WMI
11577,"SamSetInfoDom_Start
",\ROOT\WMI
11578,"SamSetInfoGrp
",\ROOT\WMI
11579,"SamSetInfoGrp_End
",\ROOT\WMI
11580,"SamSetInfoGrp_Start
",\ROOT\WMI
11581,"SamSetInfoUser
",\ROOT\WMI
11582,"SamSetInfoUser_End
",\ROOT\WMI
11583,"SamSetInfoUser_Start
",\ROOT\WMI
11584,"SamSetMemAttrsOfGrp
",\ROOT\WMI
11585,"SamSetMemAttrsOfGrp_End
",\ROOT\WMI
11586,"SamSetMemAttrsOfGrp_Start
",\ROOT\WMI
11587,"SamSetSecurityObj
",\ROOT\WMI
11588,"SamSetSecurityObj_End
",\ROOT\WMI
11589,"SamSetSecurityObj_Start
",\ROOT\WMI
11590,"SamShutdownSamSrv
",\ROOT\WMI
11591,"SamShutdownSamSrv_End
",\ROOT\WMI
11592,"SamShutdownSamSrv_Start
",\ROOT\WMI
11593,"SamUserCreate
",\ROOT\WMI
11594,"SamUserCreate_End
",\ROOT\WMI
11595,"SamUserCreate_Start
",\ROOT\WMI
11596,"SamUserPwdSet
",\ROOT\WMI
11597,"SamUserPwdSet_End
",\ROOT\WMI
11598,"SamUserPwdSet_Start
",\ROOT\WMI
11599,"SaveNicDebugMonitorDataToFileParam
",\ROOT\WMI
11600,"Sbp2portGuid
",\ROOT\WMI
11601,"SchannelDebugTrace
",\ROOT\WMI
11602,"Sdbus
",\ROOT\WMI
11603,"SensorClassExtensionControlGuid
",\ROOT\WMI
11604,"SessionPoolAllocFree
",\ROOT\WMI
11605,"SetDomainInfoPolicy
",\ROOT\WMI
11606,"SetDomainInfoPolicy_End
",\ROOT\WMI
11607,"SetDomainInfoPolicy_Start
",\ROOT\WMI
11608,"SetForestTrustInfo
",\ROOT\WMI
11609,"SetForestTrustInfo_End
",\ROOT\WMI
11610,"SetForestTrustInfo_Start
",\ROOT\WMI
11611,"SetInfoPolicy
",\ROOT\WMI
11612,"SetInfoPolicy_End
",\ROOT\WMI
11613,"SetInfoPolicy_Start
",\ROOT\WMI
11614,"SetInfoPolicy2
",\ROOT\WMI
