id,wmi_class,wmi_scope
10660,"IdleStateAccountingEx
",\ROOT\WMI
10661,"IdleStateBucketEx
",\ROOT\WMI
10662,"IHVServiceFrameworkCtlGuid
",\ROOT\WMI
10663,"IkeextTraceProvider
",\ROOT\WMI
10664,"Image
",\ROOT\WMI
10665,"Image_Load
",\ROOT\WMI
10666,"Image_Load_V2
",\ROOT\WMI
10667,"Image_V0
",\ROOT\WMI
10668,"Image_V0_Load
",\ROOT\WMI
10669,"Image_V1
",\ROOT\WMI
10670,"Image_V1_Load
",\ROOT\WMI
10671,"Image_V2
",\ROOT\WMI
10672,"ImapiV1Shim
",\ROOT\WMI
10673,"IndirectMemoryAccessParam
",\ROOT\WMI
10674,"IntelWiFiCompleteOidEventWrapper
",\ROOT\WMI
10675,"IntelWiFiDDDCommands
",\ROOT\WMI
10676,"IntelWiFiDebugCommands
",\ROOT\WMI
10677,"IntelWiFiDeviceInfo
",\ROOT\WMI
10678,"IntelWiFiDriverInfo
",\ROOT\WMI
10679,"IntelWiFiMemAccess
",\ROOT\WMI
10680,"IntelWiFiOidWrapper
",\ROOT\WMI
10681,"IntelWiFiUnsolicitedEventWrapper
",\ROOT\WMI
10682,"IOThreadCreation
",\ROOT\WMI
10683,"IOThreadRetirement
",\ROOT\WMI
10684,"IoTimerEvent
",\ROOT\WMI
10685,"IPMIDRIVER
",\ROOT\WMI
10686,"IPMIPrv
",\ROOT\WMI
10687,"IpsecPolicyAgent
",\ROOT\WMI
10688,"IpsecPolStore
",\ROOT\WMI
10689,"iScsi
",\ROOT\WMI
10690,"ISCSI_ConnectionStaticInfo
",\ROOT\WMI
10691,"ISCSI_IP_Address
",\ROOT\WMI
10692,"ISCSI_LoginOptions
",\ROOT\WMI
10693,"ISCSI_LUNList
",\ROOT\WMI
10694,"ISCSI_Path
",\ROOT\WMI
10695,"ISCSI_PortalInfo
",\ROOT\WMI
10696,"ISCSI_RedirectPortalInfo
",\ROOT\WMI
10697,"ISCSI_RedirectSessionInfo
",\ROOT\WMI
10698,"ISCSI_SessionStaticInfo
",\ROOT\WMI
10699,"ISCSI_Supported_LB_Policies
",\ROOT\WMI
10700,"ISCSI_TargetMapping
",\ROOT\WMI
10701,"ISCSI_TargetPortal
",\ROOT\WMI
10702,"ISCSI_TargetPortalGroup
",\ROOT\WMI
10703,"ISR
",\ROOT\WMI
10704,"ISR_MSI
",\ROOT\WMI
10705,"ISR_Unexpected
",\ROOT\WMI
10706,"ISR_V1
",\ROOT\WMI
10707,"KerbAcceptSecurityContext
",\ROOT\WMI
10708,"KerbAcceptSecurityContext_End
",\ROOT\WMI
10709,"KerbAcceptSecurityContext_Start
",\ROOT\WMI
10710,"KerbChangePassword
",\ROOT\WMI
10711,"KerbChangePassword_End
",\ROOT\WMI
10712,"KerbChangePassword_Start
",\ROOT\WMI
10713,"KerberosDebugTrace
",\ROOT\WMI
10714,"KerbInitSecurityContext
",\ROOT\WMI
10715,"KerbInitSecurityContext_End
",\ROOT\WMI
10716,"KerbInitSecurityContext_Start
",\ROOT\WMI
10717,"KerbLogonUser
",\ROOT\WMI
10718,"KerbLogonUser_End
",\ROOT\WMI
10719,"KerbLogonUser_Start
",\ROOT\WMI
10720,"KerbSetPassword
",\ROOT\WMI
10721,"KerbSetPassword_End
",\ROOT\WMI
10722,"KerbSetPassword_Start
",\ROOT\WMI
10723,"KernelIdleState
",\ROOT\WMI
10724,"KernelIdleStateChange
",\ROOT\WMI
10725,"KernelIdleStates
",\ROOT\WMI
10726,"KernelImageBase
",\ROOT\WMI
10727,"KernelPerfState
",\ROOT\WMI
10728,"KernelPerfStateChange
",\ROOT\WMI
10729,"KernelPerfStateDomainChange
",\ROOT\WMI
10730,"KernelPerfStates
",\ROOT\WMI
10731,"KernelQueueDequeue
",\ROOT\WMI
10732,"KernelQueueEnqueue
",\ROOT\WMI
10733,"KernelThermalConstraintChange
",\ROOT\WMI
10734,"KernelThermalPolicyChange
",\ROOT\WMI
10735,"KmdfTraceGuid
",\ROOT\WMI
10736,"LLTDIO
",\ROOT\WMI
10737,"LLTDSVC
",\ROOT\WMI
10738,"LoaderBaseEvent
",\ROOT\WMI
10739,"LoaderBasicEvent
",\ROOT\WMI
10740,"LoaderCodedEvent
",\ROOT\WMI
10741,"LoaderCodedEventPath
",\ROOT\WMI
10742,"LoaderCodedEventStatus
",\ROOT\WMI
10743,"LoaderDllSearchResults
",\ROOT\WMI
10744,"LoaderNewDllEvent
",\ROOT\WMI
10745,"LoaderPathSearchResults
",\ROOT\WMI
10746,"LookupNames
",\ROOT\WMI
10747,"LookupNames_End
",\ROOT\WMI
10748,"LookupNames_Start
",\ROOT\WMI
10749,"LookupSids
",\ROOT\WMI
10750,"LookupSids_End
",\ROOT\WMI
10751,"LookupSids_Start
",\ROOT\WMI
10752,"Lost_Event
",\ROOT\WMI
10753,"LpcDriverTraceGuid
",\ROOT\WMI
10754,"LpcTraceGuid
",\ROOT\WMI
10755,"Mark_V0
",\ROOT\WMI
10756,"Mesh
",\ROOT\WMI
10757,"MethodLoadUnLoad
",\ROOT\WMI
10758,"MethodLoadUnLoadVerbose
",\ROOT\WMI
10759,"MMC
",\ROOT\WMI
10760,"MMCSS_TypeGroup
",\ROOT\WMI
10761,"MMCSSEvent
",\ROOT\WMI
10762,"MMCSSTrace
",\ROOT\WMI
10763,"MMCSSWakeup
",\ROOT\WMI
10764,"MobilityCenterTrace
",\ROOT\WMI
10765,"MobTabPerfTraceProvider
",\ROOT\WMI
10766,"ModuleLoadUnLoad
",\ROOT\WMI
10767,"ModuleLogLevelParam
",\ROOT\WMI
10768,"ModuleNgenBindRejectInfo
",\ROOT\WMI
10769,"ModulesLogLevelDescriptionParam
",\ROOT\WMI
10770,"Monitor
",\ROOT\WMI
10771,"Mountmgr
",\ROOT\WMI
10772,"MpsDrvTrace
",\ROOT\WMI
10773,"MpsIpsecClient
",\ROOT\WMI
10774,"Mpssvc
",\ROOT\WMI
10775,"MS_SM_AdapterEvent
",\ROOT\WMI
10776,"MS_SM_AdapterInformationQuery
",\ROOT\WMI
10777,"MS_SM_EventControl
",\ROOT\WMI
10778,"MS_SM_FabricAndDomainManagementMethods
",\ROOT\WMI
10779,"MS_SM_HbaApiVersion
",\ROOT\WMI
10780,"MS_SM_PortEvent
",\ROOT\WMI
10781,"MS_SM_PortInformationMethods
",\ROOT\WMI
10782,"MS_SM_ScsiInformationMethods
",\ROOT\WMI
10783,"MS_SM_TargetEvent
",\ROOT\WMI
10784,"MS_SM_TargetInformationMethods
",\ROOT\WMI
10785,"MS_SmBios
",\ROOT\WMI
10786,"MS_SMHBA_BINDINGENTRY
",\ROOT\WMI
10787,"MS_SMHBA_FC_PHY
",\ROOT\WMI
10788,"MS_SMHBA_FC_Port
",\ROOT\WMI
10789,"MS_SMHBA_PORTATTRIBUTES
",\ROOT\WMI
10790,"MS_SMHBA_PORTLUN
",\ROOT\WMI
10791,"MS_SMHBA_PROTOCOLSTATISTICS
",\ROOT\WMI
10792,"MS_SMHBA_SAS_PHY
",\ROOT\WMI
10793,"MS_SMHBA_SAS_Port
",\ROOT\WMI
10794,"MS_SMHBA_SASPHYSTATISTICS
",\ROOT\WMI
10795,"MS_SMHBA_SCSIENTRY
",\ROOT\WMI
10796,"MS_SystemInformation
",\ROOT\WMI
10797,"MS_WmiInternal
",\ROOT\WMI
10798,"MSAcpi
",\ROOT\WMI
10799,"MSAcpi_ThermalZoneTemperature
",\ROOT\WMI
10800,"MSAcpiInfo
",\ROOT\WMI
10801,"MSAgp
",\ROOT\WMI
10802,"MSAgp_Information
",\ROOT\WMI
10803,"MSBatteryClass
",\ROOT\WMI
10804,"MSBatteryClassEvent
",\ROOT\WMI
10805,"MSChangerDriver
",\ROOT\WMI
10806,"MSChangerParameters
",\ROOT\WMI
10807,"MSChangerProblemDeviceError
",\ROOT\WMI
10808,"MSChangerProblemEvent
",\ROOT\WMI
10809,"MSDeviceUI
",\ROOT\WMI
10810,"MSDeviceUI_FirmwareRevision
",\ROOT\WMI
10811,"MSDiskDriver
",\ROOT\WMI
10812,"MSDiskDriver_Geometry
",\ROOT\WMI
10813,"MSDiskDriver_Performance
",\ROOT\WMI
10814,"MSDiskDriver_PerformanceData
",\ROOT\WMI
10815,"MSFC_AdapterEvent
",\ROOT\WMI
10816,"MSFC_DH_Chap_Parameters
",\ROOT\WMI
10817,"MSFC_EventBuffer
",\ROOT\WMI
10818,"MSFC_EventControl
",\ROOT\WMI
10819,"MSFC_FC4STATISTICS
",\ROOT\WMI
10820,"MSFC_FCAdapterHBAAttributes
",\ROOT\WMI
10821,"MSFC_FibrePortHBAAttributes
",\ROOT\WMI
10822,"MSFC_FibrePortHBAMethods
",\ROOT\WMI
10823,"MSFC_FibrePortHBAStatistics
",\ROOT\WMI
10824,"MSFC_FibrePortNPIVAttributes
",\ROOT\WMI
10825,"MSFC_FibrePortNPIVMethods
",\ROOT\WMI
10826,"MSFC_FibrePortNPIVMethodsEx
",\ROOT\WMI
10827,"MSFC_HBAAdapterMethods
",\ROOT\WMI
10828,"MSFC_HbaApiVersion
",\ROOT\WMI
10829,"MSFC_HBAFCPInfo
",\ROOT\WMI
10830,"MSFC_HBAPortAttributesResults
",\ROOT\WMI
10831,"MSFC_HBAPortStatistics
",\ROOT\WMI
10832,"MSFC_LinkEvent
",\ROOT\WMI
10833,"MSFC_NPIVCapabilities
",\ROOT\WMI
10834,"MSFC_NPIVLUNMappingInformation
",\ROOT\WMI
10835,"MSFC_NPIVLUNMappingInformationEx
",\ROOT\WMI
10836,"MSFC_PortEvent
",\ROOT\WMI
10837,"MSFC_TargetEvent
",\ROOT\WMI
10838,"MSFC_TM
",\ROOT\WMI
10839,"MSFC_VirtualFibrePortAttributes
",\ROOT\WMI
10840,"MSFT_ExtendedStatus
",\ROOT\WMI
10841,"MSFT_WmiError
",\ROOT\WMI
10842,"MsftDiscFormat2Data
",\ROOT\WMI
10843,"MsftDiscFormat2Erase
",\ROOT\WMI
10844,"MsftDiscFormat2MsfAddress
",\ROOT\WMI
10845,"MsftDiscFormat2RawCD
",\ROOT\WMI
10846,"MsftDiscFormat2RawImage
",\ROOT\WMI
10847,"MsftDiscFormat2StreamConcatenate
",\ROOT\WMI
10848,"MsftDiscFormat2StreamInterleave
",\ROOT\WMI
10849,"MsftDiscFormat2StreamRandom
",\ROOT\WMI
10850,"MsftDiscFormat2StreamZero
",\ROOT\WMI
10851,"MsftDiscFormat2Tao
",\ROOT\WMI
10852,"MsftDiscMaster2
",\ROOT\WMI
10853,"MsftDiscRecorder2
",\ROOT\WMI
10854,"MsftEnumDiscRecorder2
",\ROOT\WMI
10855,"MsftUtils
",\ROOT\WMI
10856,"MsftWriteEngine2
",\ROOT\WMI
10857,"MSIde
",\ROOT\WMI
10858,"MSIde_PortDeviceInfo
",\ROOT\WMI
10859,"MSiSCSI_BootConfiguration
",\ROOT\WMI
10860,"MSiSCSI_ConnectionStatistics
",\ROOT\WMI
10861,"MSiSCSI_DiscoveryConfig
",\ROOT\WMI
10862,"MSiSCSI_Eventlog
",\ROOT\WMI
10863,"MSiSCSI_HBAInformation
",\ROOT\WMI
10864,"MSiSCSI_HBASessionConfig
",\ROOT\WMI
10865,"MSiSCSI_InitiatorInstanceFailureEvent
",\ROOT\WMI
10866,"MSiSCSI_InitiatorInstanceStatistics
",\ROOT\WMI
10867,"MSiSCSI_InitiatorLoginStatistics
",\ROOT\WMI
10868,"MSiSCSI_InitiatorNodeFailureEvent
",\ROOT\WMI
10869,"MSiSCSI_InitiatorSessionInfo
",\ROOT\WMI
10870,"MSiSCSI_LB_Operations
",\ROOT\WMI
10871,"MSiSCSI_ManagementOperations
",\ROOT\WMI
10872,"MSiSCSI_MMIPSECStats
",\ROOT\WMI
10873,"MSiSCSI_NICConfig
",\ROOT\WMI
10874,"MSiSCSI_NICPerformance
",\ROOT\WMI
10875,"MSiSCSI_PortalInfoClass
",\ROOT\WMI
10876,"MSiSCSI_QMIPSECStats
",\ROOT\WMI
10877,"MSiSCSI_QueryLBPolicy
",\ROOT\WMI
10878,"MSiSCSI_RADIUSConfig
",\ROOT\WMI
10879,"MSiSCSI_RedirectPortalInfoClass
",\ROOT\WMI
10880,"MSiSCSI_RequestTimeStatistics
",\ROOT\WMI
10881,"MSiSCSI_SecurityCapabilities
",\ROOT\WMI
10882,"MSiSCSI_SessionStatistics
",\ROOT\WMI
10883,"MSiSCSI_TCPIPConfig
",\ROOT\WMI
10884,"MSiSCSIInitiator_ConnectionInformation
",\ROOT\WMI
10885,"MSiSCSIInitiator_DeviceOnSession
",\ROOT\WMI
10886,"MSiSCSIInitiator_IKEPresharedKeyAuthenticationInfo
",\ROOT\WMI
10887,"MSiSCSIInitiator_InitiatorClass
",\ROOT\WMI
10888,"MSiSCSIInitiator_iSNSServerClass
",\ROOT\WMI
10889,"MSiSCSIInitiator_LUNList
",\ROOT\WMI
10890,"MSiSCSIInitiator_MethodClass
",\ROOT\WMI
10891,"MSiSCSIInitiator_PersistentDevices
",\ROOT\WMI
10892,"MSiSCSIInitiator_PersistentLoginClass
",\ROOT\WMI
10893,"MSiSCSIInitiator_Portal
",\ROOT\WMI
10894,"MSiSCSIInitiator_PortalGroup
",\ROOT\WMI
10895,"MSiSCSIInitiator_SendTargetPortalClass
",\ROOT\WMI
10896,"MSiSCSIInitiator_SessionClass
",\ROOT\WMI
10897,"MSiSCSIInitiator_TargetAddress
",\ROOT\WMI
10898,"MSiSCSIInitiator_TargetClass
",\ROOT\WMI
10899,"MSiSCSIInitiator_TargetLoginOptions
",\ROOT\WMI
10900,"MSiSCSIInitiator_TargetMappings
",\ROOT\WMI
10901,"MSKerbTrace
",\ROOT\WMI
10902,"MSKernelPpmClass
",\ROOT\WMI
10903,"MSKeyboard
",\ROOT\WMI
10904,"MSKeyboard_ClassInformation
",\ROOT\WMI
10905,"MSKeyboard_ExtendedID
",\ROOT\WMI
10906,"MSKeyboard_PortInformation
",\ROOT\WMI
10907,"MSLSA_LookupIsolatedNameInTrustedDomains
",\ROOT\WMI
10908,"MSLSA_LookupIsolatedNameInTrustedDomains_TypeGroup1
",\ROOT\WMI
10909,"MSLSATrace
",\ROOT\WMI
10910,"MSMCAEvent_BusError
",\ROOT\WMI
10911,"MSMCAEvent_CPUError
",\ROOT\WMI
10912,"MSMCAEvent_Header
",\ROOT\WMI
10913,"MSMCAEvent_InvalidError
",\ROOT\WMI
10914,"MSMCAEvent_MemoryError
",\ROOT\WMI
10915,"MSMCAEvent_MemoryHierarchyError
",\ROOT\WMI
10916,"MSMCAEvent_MemoryPageRemoved
",\ROOT\WMI
10917,"MSMCAEvent_PCIBusError
",\ROOT\WMI
10918,"MSMCAEvent_PCIComponentError
",\ROOT\WMI
10919,"MSMCAEvent_PlatformSpecificError
",\ROOT\WMI
10920,"MSMCAEvent_SMBIOSError
",\ROOT\WMI
10921,"MSMCAEvent_SwitchToCMCPolling
",\ROOT\WMI
10922,"MSMCAEvent_SwitchToCPEPolling
",\ROOT\WMI
10923,"MSMCAEvent_SystemEventError
",\ROOT\WMI
10924,"MSMCAEvent_TLBError
",\ROOT\WMI
10925,"MSMCAInfo
",\ROOT\WMI
10926,"MSMCAInfo_Entry
",\ROOT\WMI
10927,"MSMCAInfo_RawCMCEvent
",\ROOT\WMI
10928,"MSMCAInfo_RawCorrectedPlatformEvent
",\ROOT\WMI
10929,"MSMCAInfo_RawMCAData
",\ROOT\WMI
10930,"MSMCAInfo_RawMCAEvent
",\ROOT\WMI
10931,"MSMonitorClass
",\ROOT\WMI
10932,"MSMouse
",\ROOT\WMI
10933,"MSMouse_ClassInformation
",\ROOT\WMI
10934,"MSMouse_PortInformation
",\ROOT\WMI
10935,"MSNdis
",\ROOT\WMI
10936,"MSNdis_80211_AddWEP
",\ROOT\WMI
10937,"MSNdis_80211_AuthenticationMode
",\ROOT\WMI
10938,"MSNdis_80211_BaseServiceSetIdentifier
",\ROOT\WMI
10939,"MSNdis_80211_BssIdListScan
",\ROOT\WMI
10940,"MSNdis_80211_BSSIList
",\ROOT\WMI
10941,"MSNdis_80211_Configuration
",\ROOT\WMI
10942,"MSNdis_80211_ConfigurationFH
",\ROOT\WMI
10943,"MSNdis_80211_ConfigurationInfo
",\ROOT\WMI
10944,"MSNdis_80211_DataRates
",\ROOT\WMI
10945,"MSNdis_80211_DesiredDataRates
",\ROOT\WMI
10946,"MSNdis_80211_Disassociate
",\ROOT\WMI
10947,"MSNdis_80211_FragmentationThreshold
",\ROOT\WMI
10948,"MSNdis_80211_InfrastructureMode
",\ROOT\WMI
10949,"MSNdis_80211_NetworkInfrastructure
",\ROOT\WMI
10950,"MSNdis_80211_NetworkType
",\ROOT\WMI
10951,"MSNdis_80211_NetworkTypeInUse
",\ROOT\WMI
10952,"MSNdis_80211_NetworkTypesSupported
",\ROOT\WMI
10953,"MSNdis_80211_NumberOfAntennas
",\ROOT\WMI
10954,"MSNdis_80211_PowerMode
",\ROOT\WMI
10955,"MSNdis_80211_PrivacyFilter
",\ROOT\WMI
10956,"MSNdis_80211_ReceiveAntennaSelected
",\ROOT\WMI
10957,"MSNdis_80211_ReceivedSignalStrength
",\ROOT\WMI
10958,"MSNdis_80211_ReceivedSignalStrengthEventTrigger
",\ROOT\WMI
10959,"MSNdis_80211_ReloadDefaults
",\ROOT\WMI
10960,"MSNdis_80211_RemoveWEP
",\ROOT\WMI
10961,"MSNdis_80211_RTSThreshold
",\ROOT\WMI
10962,"MSNdis_80211_ServiceSetIdentifier
",\ROOT\WMI
10963,"MSNdis_80211_Statistics
",\ROOT\WMI
10964,"MSNdis_80211_TransmitAntennaSelected
",\ROOT\WMI
10965,"MSNdis_80211_TransmitPowerLevel
",\ROOT\WMI
10966,"MSNdis_80211_WEPStatus
",\ROOT\WMI
10967,"MSNdis_80211_WLanBssId
",\ROOT\WMI
10968,"MSNdis_AtmHardwareCurrentAddress
",\ROOT\WMI
10969,"MSNdis_AtmMaxAal0PacketSize
",\ROOT\WMI
10970,"MSNdis_AtmMaxAal1PacketSize
",\ROOT\WMI
10971,"MSNdis_AtmMaxAal34PacketSize
",\ROOT\WMI
10972,"MSNdis_AtmMaxAal5PacketSize
",\ROOT\WMI
10973,"MSNdis_AtmMaxActiveVciBits
",\ROOT\WMI
10974,"MSNdis_AtmMaxActiveVcs
",\ROOT\WMI
10975,"MSNdis_AtmMaxActiveVpiBits
",\ROOT\WMI
10976,"MSNdis_AtmReceiveCellsDropped
",\ROOT\WMI
10977,"MSNdis_AtmReceiveCellsOk
",\ROOT\WMI
10978,"MSNdis_AtmSupportedAalTypes
",\ROOT\WMI
10979,"MSNdis_AtmSupportedServiceCategory
",\ROOT\WMI
10980,"MSNdis_AtmSupportedVcRates
",\ROOT\WMI
10981,"MSNdis_AtmTransmitCellsOk
",\ROOT\WMI
10982,"MSNdis_CoDriverVersion
",\ROOT\WMI
10983,"MSNdis_CoHardwareStatus
",\ROOT\WMI
10984,"MSNdis_CoLinkSpeed
",\ROOT\WMI
10985,"MSNdis_CoMacOptions
",\ROOT\WMI
10986,"MSNdis_CoMediaConnectStatus
",\ROOT\WMI
10987,"MSNdis_CoMediaInUse
",\ROOT\WMI
10988,"MSNdis_CoMediaSupported
",\ROOT\WMI
10989,"MSNdis_CoMinimumLinkSpeed
",\ROOT\WMI
10990,"MSNdis_CoReceivePduErrors
",\ROOT\WMI
10991,"MSNdis_CoReceivePdusNoBuffer
",\ROOT\WMI
10992,"MSNdis_CoReceivePdusOk
",\ROOT\WMI
10993,"MSNdis_CoTransmitPduErrors
",\ROOT\WMI
10994,"MSNdis_CoTransmitPdusOk
",\ROOT\WMI
10995,"MSNdis_CountedString
",\ROOT\WMI
10996,"MSNdis_CoVendorDescription
",\ROOT\WMI
10997,"MSNdis_CoVendorDriverVersion
",\ROOT\WMI
10998,"MSNdis_CoVendorId
",\ROOT\WMI
10999,"MSNdis_CurrentLookahead
",\ROOT\WMI
11000,"MSNdis_CurrentPacketFilter
",\ROOT\WMI
11001,"MSNdis_DeviceWakeOnMagicPacketOnly
",\ROOT\WMI
11002,"MSNdis_DriverVersion
",\ROOT\WMI
11003,"MSNdis_EnumerateAdapter
",\ROOT\WMI
11004,"MSNdis_EnumerateAdapterEx
",\ROOT\WMI
11005,"MSNdis_EnumeratePorts
",\ROOT\WMI
11006,"MSNdis_EnumerateReceiveFilters
",\ROOT\WMI
11007,"MSNdis_EnumerateReceiveQueues
",\ROOT\WMI
11008,"MSNdis_EthernetCurrentAddress
",\ROOT\WMI
11009,"MSNdis_EthernetMacOptions
",\ROOT\WMI
11010,"MSNdis_EthernetMaximumMulticastListSize
",\ROOT\WMI
11011,"MSNdis_EthernetMoreTransmitCollisions
",\ROOT\WMI
11012,"MSNdis_EthernetMulticastList
",\ROOT\WMI
11013,"MSNdis_EthernetOneTransmitCollision
",\ROOT\WMI
11014,"MSNdis_EthernetPermanentAddress
",\ROOT\WMI
11015,"MSNdis_EthernetReceiveErrorAlignment
",\ROOT\WMI
11016,"MSNdis_FddiAttachmentType
",\ROOT\WMI
11017,"MSNdis_FddiDownstreamNodeLong
",\ROOT\WMI
11018,"MSNdis_FddiFrameErrors
",\ROOT\WMI
11019,"MSNdis_FddiFramesLost
",\ROOT\WMI
11020,"MSNdis_FddiLConnectionState
",\ROOT\WMI
11021,"MSNdis_FddiLctFailures
",\ROOT\WMI
11022,"MSNdis_FddiLemRejects
",\ROOT\WMI
11023,"MSNdis_FddiLongCurrentAddress
",\ROOT\WMI
11024,"MSNdis_FddiLongMaximumListSize
",\ROOT\WMI
11025,"MSNdis_FddiLongMulticastList
",\ROOT\WMI
11026,"MSNdis_FddiLongPermanentAddress
",\ROOT\WMI
11027,"MSNdis_FddiRingManagmentState
",\ROOT\WMI
11028,"MSNdis_FddiShortCurrentAddress
",\ROOT\WMI
11029,"MSNdis_FddiShortMaximumListSize
",\ROOT\WMI
11030,"MSNdis_FddiShortMulticastList
",\ROOT\WMI
11031,"MSNdis_FddiShortPermanentAddress
",\ROOT\WMI
11032,"MSNdis_FddiUpstreamNodeLong
",\ROOT\WMI
11033,"MSNdis_GroupAffinity
",\ROOT\WMI
11034,"MSNdis_HardwareStatus
",\ROOT\WMI
11035,"MSNdis_HDSplitCurrentConfig
",\ROOT\WMI
11036,"MSNdis_HDSplitParameters
",\ROOT\WMI
11037,"MSNdis_InterruptModerationParameters
",\ROOT\WMI
11038,"MSNdis_LinkParameters
",\ROOT\WMI
11039,"MSNdis_LinkSpeed
",\ROOT\WMI
11040,"MSNdis_LinkState
",\ROOT\WMI
11041,"MSNdis_LinkStateData
",\ROOT\WMI
11042,"MSNdis_MacOptions
",\ROOT\WMI
11043,"MSNdis_MaximumFrameSize
",\ROOT\WMI
11044,"MSNdis_MaximumLookahead
",\ROOT\WMI
11045,"MSNdis_MaximumSendPackets
",\ROOT\WMI
11046,"MSNdis_MaximumTotalSize
",\ROOT\WMI
11047,"MSNdis_MediaConnectStatus
",\ROOT\WMI
11048,"MSNdis_MediaInUse
",\ROOT\WMI
11049,"MSNdis_MediaSupported
",\ROOT\WMI
11050,"MSNdis_NdisEnumerateVc
",\ROOT\WMI
11051,"MSNdis_NetworkAddress
",\ROOT\WMI
11052,"MSNdis_NetworkDirectAdapterCapabilities
",\ROOT\WMI
11053,"MSNdis_NetworkDirectAdapterInfo
",\ROOT\WMI
11054,"MSNdis_NetworkDirectCapabilities
",\ROOT\WMI
11055,"MSNdis_NetworkDirectState
",\ROOT\WMI
11056,"MSNdis_NetworkDirectVersion
",\ROOT\WMI
11057,"MSNdis_NetworkLinkSpeed
",\ROOT\WMI
11058,"MSNdis_NetworkShortAddress
",\ROOT\WMI
11059,"MSNdis_NicSwitchCapabilities
",\ROOT\WMI
11060,"MSNdis_NotifyAdapterArrival
",\ROOT\WMI
11061,"MSNdis_NotifyAdapterRemoval
",\ROOT\WMI
11062,"MSNdis_NotifyFilterArrival
",\ROOT\WMI
11063,"MSNdis_NotifyFilterRemoval
",\ROOT\WMI
11064,"MSNdis_NotifyVcArrival
",\ROOT\WMI
11065,"MSNdis_NotifyVcRemoval
",\ROOT\WMI
11066,"MSNdis_ObjectHeader
",\ROOT\WMI
11067,"MSNdis_PciDeviceProperty
",\ROOT\WMI
11068,"MSNdis_PhysicalMediumType
",\ROOT\WMI
11069,"MSNdis_PMAdminConfig
",\ROOT\WMI
11070,"MSNdis_PMAdminConfigParam
",\ROOT\WMI
11071,"MSNdis_PMAdminConfigState
",\ROOT\WMI
11072,"MSNdis_PMCapabilities
",\ROOT\WMI
11073,"MSNdis_PMCapabilitiesParam
",\ROOT\WMI
11074,"MSNdis_PMCapabilityState
",\ROOT\WMI
11075,"MSNdis_PortArray
",\ROOT\WMI
11076,"MSNdis_PortAuthParameters
",\ROOT\WMI
11077,"MSNdis_PortChar
",\ROOT\WMI
11078,"MSNdis_PortStateData
",\ROOT\WMI
11079,"MSNdis_QueryInterruptModeration
",\ROOT\WMI
11080,"MSNdis_QueryNicSwitchCurrentCapabilities
",\ROOT\WMI
11081,"MSNdis_QueryNicSwitchHardwareCapabilities
",\ROOT\WMI
11082,"MSNdis_QueryPciDeviceCustomProperty
",\ROOT\WMI
11083,"MSNdis_QueryPhysicalMediumTypeEx
",\ROOT\WMI
11084,"MSNdis_QueryPortState
",\ROOT\WMI
11085,"MSNdis_QueryReceiveFilterCurrentCapabilities
",\ROOT\WMI
11086,"MSNdis_QueryReceiveFilterGlobalParameters
",\ROOT\WMI
11087,"MSNdis_QueryReceiveFilterHardwareCapabilities
",\ROOT\WMI
11088,"MSNdis_QueryReceiveFilterParameters
",\ROOT\WMI
11089,"MSNdis_QueryReceiveQueueParameters
",\ROOT\WMI
11090,"MSNdis_QueryStatisticsInfo
",\ROOT\WMI
11091,"MSNdis_ReceiveBlockSize
",\ROOT\WMI
11092,"MSNdis_ReceiveBufferSpace
",\ROOT\WMI
11093,"MSNdis_ReceiveError
",\ROOT\WMI
11094,"MSNdis_ReceiveFilterCapabilities
",\ROOT\WMI
11095,"MSNdis_ReceiveFilterFieldParameters
",\ROOT\WMI
11096,"MSNdis_ReceiveFilterGlobalParameters
",\ROOT\WMI
11097,"MSNdis_ReceiveFilterInfo
",\ROOT\WMI
11098,"MSNdis_ReceiveFilterInfoArray
",\ROOT\WMI
11099,"MSNdis_ReceiveFilterParameters
",\ROOT\WMI
11100,"MSNdis_ReceiveNoBuffer
",\ROOT\WMI
11101,"MSNdis_ReceiveQueueInfo
",\ROOT\WMI
11102,"MSNdis_ReceiveQueueInfoArray
",\ROOT\WMI
11103,"MSNdis_ReceiveQueueParameters
",\ROOT\WMI
11104,"MSNdis_ReceiveScaleCapabilities
",\ROOT\WMI
11105,"MSNdis_ReceivesOk
",\ROOT\WMI
11106,"MSNdis_RSSEnabled
",\ROOT\WMI
11107,"MSNdis_SetHDSplitParameters
",\ROOT\WMI
11108,"MSNdis_SetInterruptModeration
",\ROOT\WMI
11109,"MSNdis_SetLinkParameters
",\ROOT\WMI
11110,"MSNdis_SetPortParameters
",\ROOT\WMI
11111,"MSNdis_SetTcpOffloadParameters
",\ROOT\WMI
11112,"MSNdis_StatisticsInfo
",\ROOT\WMI
11113,"MSNdis_StatusDevicePowerOff
",\ROOT\WMI
11114,"MSNdis_StatusDevicePowerOffEx
",\ROOT\WMI
11115,"MSNdis_StatusDevicePowerOn
",\ROOT\WMI
11116,"MSNdis_StatusDevicePowerOnEx
",\ROOT\WMI
11117,"MSNdis_StatusDot11AssociationCompletion
",\ROOT\WMI
11118,"MSNdis_StatusDot11AssociationStart
",\ROOT\WMI
11119,"MSNdis_StatusDot11ConnectionCompletion
",\ROOT\WMI
11120,"MSNdis_StatusDot11ConnectionStart
",\ROOT\WMI
